latitude,longitude,altitude_meters,bearing_degrees
13.07782,80.24443,33.47311019897461,270.0000282842066
13.07782,80.24418,33.50052261352539,262.86383779056644
13.07777,80.24377,34.30550003051758,262.59584070124464
13.07767,80.24298,31.77719497680664,262.26228635449155
13.07758,80.2423,30.52900123596191,259.7311665524155
13.07755,80.24213,30.87401580810547,258.107898537092
13.07747,80.24174,32.51523208618164,258.39700499192907
13.07746,80.24169,32.76097106933594,258.39704076695426
13.07739,80.24134,33.88804626464844,254.35838134568024
13.07733,80.24112,33.33053207397461,253.65250024692284
13.07723,80.24077,32.22246170043945,254.3583776449332
13.0772,80.24066,32.38092803955078,257.5930931167844
13.07717,80.24052,32.92075347900391,252.46950264674194
13.07713,80.24039,34.20473861694336,257.1486064924004
13.07705,80.24003,35.67359924316406,257.2539759581553
13.07692,80.23944,33.60528564453125,251.42845195116107
13.07674,80.23889,31.29430198669434,259.4269471439475
13.0767,80.23867,32.20823669433594,259.4269874089115
13.0766,80.23812,34.55377578735352,254.6895282268552
13.07656,80.23797,34.43899536132812,257.34291555662026
13.07649,80.23765,34.86777877807617,257.1486280421483
13.07643,80.23738,36.49208831787109,257.14863106459853
13.07637,80.23711,36.58303833007812,257.1486447707663
13.07629,80.23675,33.94927215576172,256.41992321632995
13.07625,80.23658,33.43502426147461,260.2905350958408
13.07623,80.23646,33.56955718994141,265.1101690935115
13.07622,80.23634,33.61508178710938,263.4924699001299
13.07621,80.23625,33.6259765625,265.48469268882394
13.0762,80.23612,33.68927001953125,261.65649667087723
13.07618,80.23598,33.9382209777832,258.3970757989339
13.07615,80.23583,34.29840087890625,256.3092091681823
13.07601,80.23524,34.28847122192383,256.99355088606706
13.07574,80.23404,32.83726119995117,259.42697617609883
13.07572,80.23393,32.70802688598633,260.1441488242288
13.07561,80.23328,32.32353973388672,252.418912752798
13.07536,80.23247,38.29930114746094,248.56855047057786
13.07523,80.23213,35.619140625,252.8819723614381
13.0752,80.23203,34.58141708374023,251.65063885508098
13.07499,80.23138,32.49946212768555,251.10881618270344
13.07493,80.2312,32.33698272705078,251.62664446730804
13.07482,80.23086,31.60844230651855,270.0000011318484
13.07482,80.23085,31.60017967224121,247.08509378124566
13.07475,80.23068,31.49996376037598,247.0851439020963
13.07454,80.23017,31.80121612548828,248.9443436986728
13.07439,80.22977,32.45326614379883,247.6747624970836
13.07431,80.22957,32.70880889892578,250.23593524502425
13.07424,80.22937,33.20804977416992,252.88204932766942
13.07418,80.22917,33.53010559082031,249.52873730874103
13.07414,80.22906,33.56824493408203,263.8323446014937
13.0741,80.22868,33.95262145996094,261.94044285317926
13.07406,80.22839,34.59908676147461,262.68741288612546
13.07405,80.22831,34.90699005126953,260.2906200295807
13.07403,80.22819,35.55411911010742,264.13851993064986
13.074,80.22789,36.18190383911133,259.962533619528
13.07395,80.2276,35.01601791381836,265.65132865682233
13.07393,80.22733,34.07780456542969,270.0000124417838
13.07393,80.22722,34.00313568115234,261.65656427597605
13.07392,80.22715,34.04900360107422,265.6513291835662
13.0739,80.22688,34.31529998779297,264.1385115694819
13.07388,80.22668,34.39127349853516,262.6874273577242
13.07386,80.22652,34.78019332885742,270.00001244178026
13.07386,80.22641,35.0557861328125,268.36658209461433
13.07385,80.22605,34.73986053466797,274.8898113052747
13.07386,80.22593,34.04991912841797,275.5842466054695
13.0739,80.22551,31.69042778015137,272.55574092762095
13.07391,80.22528,31.56396865844727,277.9692322553807
13.07397,80.22484,32.1996955871582,278.3434532276959
13.07398,80.22477,32.11251831054688,274.34873329807914
13.074,80.2245,31.99545097351074,275.4300869626479
13.07405,80.22396,31.6569652557373,272.67174560592855
13.07406,80.22374,31.93267059326172,272.7987716891189
13.07407,80.22353,32.51824951171875,276.16771887728515
13.07409,80.22334,32.89349746704102,274.51529826183446
13.0741,80.22321,32.8429069519043,273.91529554164055
13.07412,80.22291,32.03597640991211,272.7987723686744
13.07413,80.2227,30.89333343505859,270.0000033955357
13.07413,80.22267,30.69937515258789,270.00000904891556
13.07413,80.22259,30.11823463439941,278.3434666445589
13.07415,80.22245,29.20355796813965,273.67126795727705
13.07416,80.22229,28.30428886413574,274.88981741970287
13.07417,80.22217,27.85641670227051,280.7642636074097
13.07422,80.2219,28.76094436645508,278.3434615602919
13.07423,80.22183,29.13475036621094,270.00000452504423
13.07423,80.22179,29.40285110473633,282.5150888136277
13.07431,80.22142,31.85461616516113,278.3434645625731
13.07432,80.22135,32.20317459106445,280.57300292185846
13.07436,80.22113,32.94406127929688,277.31263269043137
13.07439,80.22089,33.09087753295898,278.3434672340687
13.0744,80.22082,33.08541488647461,280.5730834385122
13.07456,80.21994,32.61973190307617,281.602885379955
13.07459,80.21979,32.14055252075195,281.16809879519025
13.07469,80.21927,30.9830150604248,270.0000045250527
13.07469,80.21923,31.10038375854492,279.536218955098
13.07478,80.21868,32.56863784790039,288.8911951201714
13.07479,80.21865,32.57302856445312,277.7943343463793
13.07481,80.2185,32.63195419311523,276.50752415728897
13.07483,80.21832,32.68553161621094,278.7543584247435
13.07486,80.21812,33.04936981201172,280.8956320781443
13.07489,80.21796,33.65250778198242,275.3319034947227
13.0749,80.21785,34.23786544799805,277.9692384642152
13.07493,80.21763,34.50209426879883,277.7943387151159
13.07495,80.21748,33.95615386962891,280.1230502272181
13.07499,80.21725,32.78250503540039,277.3126419676947
13.07501,80.21709,32.51901626586914,280.2687684237875
13.07504,80.21692,32.78206634521484,274.1939900296738
13.07505,80.21678,33.1816291809082,277.794342461047
13.07507,80.21663,33.65599060058594,276.1677436854689
13.07509,80.21644,33.89951324462891,275.33192034300816
13.07511,80.21622,33.92416763305664,274.19399121678305
13.07512,80.21608,33.7822265625,277.79437920379144
13.07518,80.21563,33.54401016235352,277.62693004457276
13.07521,80.2154,33.18934631347656,275.8615536241268
13.07522,80.2153,32.89619827270508,281.60292146470346
13.07526,80.2151,32.50156784057617,279.70944762235445
13.07527,80.21504,32.43593215942383,283.3283097760902
13.0753,80.21491,32.43382263183594,285.64153265789525
13.07533,80.2148,32.41409683227539,284.39452037142695
13.07536,80.21468,32.73880386352539,293.748476452764
13.07539,80.21461,32.91598510742188,292.32535147644273
13.07541,80.21456,33.12397384643555,289.9172657027846
13.07547,80.21439,33.57818984985352,293.0580791290522
13.07564,80.21398,34.03478240966797,297.1718682382617
13.07576,80.21374,34.70505905151367,295.01587588087364
13.07581,80.21363,34.95599746704102,302.4370421917583
13.07594,80.21342,34.73366165161133,304.6599222649113
13.07627,80.21293,34.5733528137207,304.388321525562
13.07649,80.2126,34.82915878295898,307.5950820115215
13.07664,80.2124,33.5212516784668,306.25267199510483
13.07674,80.21226,32.73479461669922,294.18712633098204
13.07681,80.2121,32.65982055664062,297.1719567677038
13.07685,80.21202,32.80453491210938,293.74860403012406
13.07688,80.21195,33.05534362792969,286.3475227998126
13.0769,80.21188,33.37516021728516,293.7486083129466
13.07693,80.21181,33.74823379516602,281.6029879474585
13.07695,80.21171,34.38722610473633,281.6029947488349
13.07698,80.21156,35.12473678588867,278.75443354649053
13.07701,80.21136,36.03395080566406,288.89135378227434
13.07702,80.21133,36.11190795898438,274.8898738376148
13.07703,80.21121,36.51770782470703,276.50757190924287
13.07704,80.21112,36.52733993530273,276.8868034629497
13.07706,80.21095,36.06693267822266,277.7944051929272
13.07708,80.2108,35.24655151367188,280.5731056910233
13.0771,80.21069,34.57178115844727,277.31270384352905
13.07712,80.21053,33.91790390014648,275.8616101268339
13.07714,80.21033,33.67140197753906,276.5075954124793
13.07717,80.21006,33.56369781494141,277.312705895203
13.07719,80.2099,33.54156112670898,270.0000045250986
13.07719,80.20986,33.54101181030273,273.09286885448336
13.0772,80.20967,33.49175262451172,274.1940266259652
13.07721,80.20953,33.42248153686523,266.6426735311722
13.07719,80.20918,33.09109497070312,270.00001131298023
13.07719,80.20908,32.87963104248047,263.4924754685816
13.07715,80.20872,31.95745277404785,265.48467555339386
13.07714,80.20859,31.92179870605469,264.13842369532387
13.07713,80.20849,32.27566146850586,266.0847247055099
13.07711,80.20819,32.91989898681641,266.82377415988253
13.07709,80.20782,32.55210876464844,270.0000192322457
13.07709,80.20765,32.40774536132812,264.13842487542337
13.07708,80.20755,32.35029983520508,270.000020363584
13.07708,80.20737,32.33343505859375,270.0000113129752
13.07708,80.20727,32.33231735229492,261.65645923763105
13.07707,80.2072,32.38452911376953,266.32872505145133
13.07706,80.20704,32.65681076049805,270.0000090501923
13.07706,80.20696,32.80043411254883,262.90665807659536
13.07702,80.20663,33.72546768188477,258.3970491313465
13.07697,80.20638,34.61110687255859,259.5951907042809
13.07675,80.20515,31.30734252929688,262.55590848793173
13.07668,80.2046,32.24774169921875,256.86655266148125
13.07663,80.20438,31.90115928649902,258.9356231838864
13.07659,80.20417,32.23666000366211,256.48952303774445
13.07648,80.2037,33.08348083496094,257.41901432810084
13.07643,80.20347,32.59870147705078,254.88176434171658
13.07628,80.2029,33.59134674072266,260.67196359318774
13.07624,80.20265,33.36262512207031,262.3730905201593
13.07621,80.20242,32.95470428466797,265.4846926883839
13.0762,80.20229,32.9525260925293,270.0000113129348
13.0762,80.20219,33.28022766113281,267.5506451440284
13.07619,80.20195,34.58903503417969,270.00001018045606
13.07619,80.20186,34.82242202758789,277.31266795996817
13.0762,80.20178,34.82501602172852,281.6029663105295
13.07624,80.20158,34.56674575805664,283.3283603125642
13.07627,80.20145,34.31656646728516,281.16814243159706
13.07632,80.20119,33.46842575073242,278.34354775785306
13.07635,80.20098,32.390869140625,276.16777544480385
13.07637,80.20079,31.39302062988281,270.0000124436076
13.07637,80.20068,31.00032043457031,264.6680898000029
13.07636,80.20057,30.75687980651855,262.20565121795846
13.07634,80.20042,31.06841087341309,261.02476516863874
13.07632,80.20029,31.43136787414551,258.3970870476908
13.07626,80.19999,31.64328193664551,258.3970780248169
13.07622,80.19979,31.17592239379883,254.08333944251686
13.07617,80.19961,30.91179084777832,256.2643561615088
13.07612,80.1994,30.8090934753418,255.60545466219776
13.07611,80.19936,30.78548049926758,254.35844518817703
13.07608,80.19925,30.79860305786133,256.5289762624952
13.07601,80.19895,31.2439079284668,259.4269648646997
13.07599,80.19884,31.17616844177246,254.91788959748288
13.07578,80.19804,31.38334465026855,253.65256329873597
13.07576,80.19797,31.41635894775391,255.60547479617702
13.07575,80.19793,31.41259574890137,254.18775038596178
13.07543,80.19677,30.9517993927002,255.007301206806
13.07537,80.19654,31.41010856628418,253.6526061061382
13.07531,80.19633,32.18024826049805,255.9425461818579
13.07521,80.19592,32.39076995849609,253.1985445796068
13.07516,80.19575,32.37602615356445,250.08279581426106
13.0751,80.19558,32.35006713867188,244.40153074228527
13.07503,80.19543,32.33845520019531,246.84088827876576
13.07498,80.19531,32.41949844360352,245.47405927658798
13.07494,80.19522,32.48886108398438,238.36823305730928
13.07488,80.19512,32.64328002929688,232.4051484205334
13.07479,80.195,32.61847686767578,236.4047368673607
13.07468,80.19483,32.31562042236328,224.24763885874233
13.07459,80.19474,31.90087699890137,224.2476475952443
13.07451,80.19466,31.51651573181152,233.97597526092358
13.07434,80.19442,30.51836585998535,235.61194558522322
13.0743,80.19436,30.39680862426758,224.24767783244783
13.07424,80.1943,30.36137580871582,240.30216945522346
13.07419,80.19421,30.34043502807617,248.9443300849761
13.07416,80.19413,30.49097442626953,253.65266491532944
13.07414,80.19406,30.66232299804688,263.8323228625649
13.07412,80.19387,31.08329963684082,258.39718182523643
13.07407,80.19362,31.09836959838867,277.9692119959899
13.0741,80.1934,30.4403076171875,272.67177108371095
13.07412,80.19296,30.71968460083008,270.0000124417934
13.07412,80.19285,31.7139892578125,273.7893722875259
13.07414,80.19254,33.87138748168945,272.75515880281773
13.07417,80.1919,30.33987236022949,270.00002601414315
13.07417,80.19167,30.29004287719727,268.2181719704274
13.07416,80.19134,31.221435546875,251.10888272576892
13.07408,80.1911,32.41474914550781,238.06476226259508
13.07391,80.19082,32.97311019897461,229.78737516195642
13.07377,80.19065,33.29268264770508,224.24773764638462
13.07372,80.1906,33.50374984741211,227.61824610081797
13.07364,80.19051,33.49376678466797,224.24776642408565
13.07351,80.19038,33.59344482421875,233.74770672040768
13.07346,80.19031,33.50032806396484,224.24777704600413
13.07339,80.19024,33.61470794677734,228.65385444100392
13.07327,80.1901,32.83735656738281,224.24779054870385
13.07325,80.19008,32.75028991699219,234.29802495589678
13.07318,80.18998,32.50440979003906,224.24780099247087
13.07316,80.18996,32.44942855834961,238.36841043772324
13.07313,80.18991,32.33380889892578,238.36842075319788
13.07307,80.18981,32.266357421875,229.45282289828592
13.07302,80.18975,32.16109466552734,235.61209293293894
13.07296,80.18966,31.94595146179199,240.75261464193875
13.0729,80.18955,31.73685646057129,239.60276767672244
13.07278,80.18934,31.30466079711914,241.0667340158061
13.07271,80.18921,31.2239875793457,242.82845467662423
13.07266,80.18911,31.4605827331543,245.47426273854995
13.07262,80.18902,31.71688079833984,245.8132735548619
13.07255,80.18886,32.27339172363281,246.8410965257059
13.0725,80.18874,32.7113151550293,242.82846628316318
13.07248,80.1887,32.85581970214844,242.82847363883513
13.07244,80.18862,32.90163803100586,242.82849108024124
13.07235,80.18844,32.67588424682617,243.94790836602627
13.07225,80.18823,32.36520004272461,245.47437028190575
13.07197,80.1876,32.67435073852539,246.25185053708876
13.07188,80.18739,32.98421478271484,242.8285466373871
13.07178,80.18719,32.97266006469727,248.23645624249835
13.07171,80.18701,33.03024291992188,249.8648888950558
13.07166,80.18687,32.88811492919922,247.08535694422838
13.07159,80.1867,32.75421905517578,246.25186466473906
13.07156,80.18663,32.75669479370117,251.10906016883013
13.0715,80.18645,33.13105773925781,252.64894336929723
13.07143,80.18622,33.52590942382812,254.46212758141553
13.0713,80.18574,33.88833999633789,256.99369563767516
13.07121,80.18534,34.03182983398438,255.6057340178209
13.07119,80.18526,34.19183731079102,255.2853990174035
13.07108,80.18483,34.81122207641602,259.3411324257676
13.07097,80.18423,34.01050567626953,255.2123038529096
13.07088,80.18388,33.86542892456055,251.10912352173082
13.07078,80.18358,33.44969940185547,248.03550864217573
13.07067,80.1833,33.28750610351562,247.67507248604312
13.07057,80.18305,33.21709823608398,247.08544770310687
13.0705,80.18288,33.21768188476562,242.828663137989
13.07045,80.18278,33.13338851928711,242.82867605252994
13.07037,80.18262,33.02980422973633,242.8286699354461
13.07034,80.18256,33.03108596801758,242.82868369492925
13.07027,80.18242,32.89804840087891,237.99945264484796
13.06999,80.18196,32.39319610595703,240.75290860264656
13.06993,80.18185,32.35560607910156,233.97648108818316
13.06976,80.18161,33.20131683349609,234.0709290589847
13.06952,80.18127,34.44732284545898,237.89742648951983
13.06941,80.18109,35.01559066772461,233.5302187766687
13.06923,80.18084,35.00042343139648,240.30267005860094
13.06918,80.18075,34.66996765136719,235.13838114769607
13.06899,80.18047,33.77746963500977,236.40535754855188
13.06888,80.1803,34.08219146728516,233.0264007316412
13.06877,80.18015,34.55585098266602,236.40538108496364
13.06866,80.17998,34.81005477905273,234.91571246541793
13.06853,80.17979,34.72669219970703,234.15516723776494
13.06834,80.17952,34.05100250244141,235.61260382261105
13.06826,80.1794,33.44401550292969,234.41632335942035
13.06803,80.17907,31.21011352539062,237.3151503230278
13.06783,80.17875,31.57751655578613,237.8976030920711
13.06772,80.17857,32.20737457275391,242.82891711277398
13.0677,80.17853,32.35086822509766,232.40594183044982
13.06767,80.17849,32.49396896362305,247.67529131778076
13.06765,80.17844,32.67359161376953,232.40594744042696
13.06762,80.1784,32.81668853759766,248.9448415090411
13.06759,80.17832,32.94397354125977,251.1093349860665
13.06755,80.1782,33.08872604370117,254.88223755649852
13.0675,80.17801,32.77202606201172,260.2908658398564
13.06749,80.17795,32.55288314819336,254.35896482043802
13.06746,80.17784,32.22258758544922,267.7389671215602
13.06744,80.17732,35.22625732421875,270.00004635009884
13.06744,80.17691,37.54289627075195,266.73583880134083
13.06743,80.17673,37.83157348632812,265.11034261847794
13.06742,80.17661,37.94328308105469,259.4273374566452
13.06738,80.17639,38.14236831665039,257.149076032406
13.06734,80.17621,38.46130752563477,253.19905019216216
13.06729,80.17604,38.64881896972656,244.40223728465762
13.06722,80.17589,38.44676971435547,246.8415439365421
13.06717,80.17577,38.22821044921875,241.2988418655579
13.06709,80.17562,38.16732406616211,232.89513747146134
13.06681,80.17524,37.58122253417969,235.93980603509632
13.06627,80.17442,36.01116561889648,234.07128812217925
13.06615,80.17425,36.02051162719727,237.0421071868225
13.06579,80.17368,34.53962707519531,232.40617472603475
13.06567,80.17352,34.39367294311523,233.74862802961715
13.06537,80.1731,33.18135070800781,234.24865061951698
13.06483,80.17233,34.58025360107422,237.31547618906072
13.06468,80.17209,35.75155639648438,232.80986907103892
13.06451,80.17186,36.18453598022461,234.07148218782729
13.06439,80.17169,35.87461090087891,244.2151930831049
13.06431,80.17152,35.37606048583984,247.08596877975162
13.06424,80.17135,34.93660354614258,246.84179400551292
13.06419,80.17123,34.5138053894043,253.65328997650425
13.06417,80.17116,34.29586410522461,254.88243505204056
13.06412,80.17097,33.79268646240234,265.8062266938902
13.06411,80.17083,33.54584503173828,262.2060333202392
13.06409,80.17068,33.85456466674805,265.4849134967092
13.06408,80.17055,34.26784515380859,270.0000067814412
13.06408,80.17049,34.48350524902344,274.88961868103667
13.06409,80.17037,35.3023567199707,270.0000124327844
13.06409,80.17026,36.02214813232422,272.7023744948853
13.06413,80.16939,34.03802490234375,270.00001356210566
13.06413,80.16927,33.88897705078125,273.092705480843
13.06414,80.16908,33.82169723510742,266.9073374674724
13.06413,80.16889,34.00123977661133,259.4274623162328
13.06411,80.16878,34.28376007080078,255.60613562733857
13.06408,80.16866,34.73802947998047,246.8418230876601
13.06398,80.16842,35.24987030029297,247.6756051588337
13.06392,80.16827,35.20613861083984,242.8292835839269
13.06387,80.16817,34.96110916137695,242.82929649248288
13.06379,80.16801,34.54501724243164,229.4538966181082
13.06369,80.16789,34.13896560668945,235.25382795690012
13.06344,80.16752,33.5797233581543,229.70096792892727
13.06325,80.16729,33.85826873779297,224.24895820636902
13.0632,80.16724,33.99571228027344,221.52699014412227
13.06309,80.16714,34.29969787597656,224.24897163854578
13.06307,80.16712,34.40642547607422,226.0975351436689
13.06292,80.16696,35.27652359008789,228.06843694773764
13.06278,80.1668,35.78313064575195,224.2490058496983
13.06277,80.16679,35.80781555175781,235.61320629576937
13.06269,80.16667,35.59969711303711,233.57855105713588
13.06246,80.16635,34.4190788269043,224.24904468446974
13.06244,80.16633,34.41653442382812,226.97783827377188
13.06234,80.16622,34.60012054443359,224.24905686709513
13.06233,80.16621,34.63099670410156,227.61956249084287
13.06225,80.16612,34.76602935791016,224.2490758873439
13.06219,80.16606,34.90642547607422,224.2490794329618
13.06215,80.16602,35.01702499389648,221.5271110591022
13.06204,80.16592,35.36028671264648,270.0000011317898
13.06204,80.16591,35.34933090209961,221.24150841296597
13.06184,80.16573,35.61843109130859,224.24912343264265
13.06178,80.16567,35.47428894042969,224.24913552062225
13.06169,80.16558,35.13617706298828,234.29929648081742
13.06162,80.16548,34.669921875,232.40662383121634
13.06159,80.16544,34.5682487487793,239.60389346477763
13.06155,80.16537,34.48012161254883,235.61332927479523
13.06151,80.16531,34.39609909057617,247.67579359783406
13.06149,80.16526,34.38644790649414,245.47524180130534
13.06145,80.16517,34.33952331542969,242.8295109361244
13.06142,80.16511,34.25081634521484,251.10977356484494
13.06138,80.16499,34.09252166748047,257.1493779343936
13.06134,80.16481,33.92733001708984,251.1097717591166
13.06132,80.16475,33.87081146240234,254.35933653469863
13.06129,80.16464,33.82757949829102,258.39775086716037
13.06127,80.16454,33.90576553344727,255.60628468438162
13.06126,80.1645,33.94709777832031,259.1049913252634
13.06123,80.16434,34.37405395507812,270.0000090402583
13.06123,80.16426,34.63854217529297,270.0000033922404
13.06123,80.16423,34.7413215637207,270.00003389901997
13.06123,80.16393,35.72103118896484,271.17624005426194
13.06124,80.16343,35.45063018798828,270.00006440777133
